Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
923,26 May 2023,CUST923,Male,32,Beauty,3,300,900
924,29 August 2023,CUST924,Male,55,Beauty,2,50,100
925,03 September 2023,CUST925,Male,25,Electronics,1,300,300
926,14 August 2023,CUST926,Male,22,Electronics,1,30,30
927,24 June 2023,CUST927,Male,43,Electronics,4,500,2000
928,05 April 2023,CUST928,Female,35,Clothing,4,300,1200
929,27 January 2023,CUST929,Female,23,Beauty,3,25,75
930,10 May 2023,CUST930,Male,54,Clothing,4,50,200
931,02 September 2023,CUST931,Male,30,Beauty,4,30,120
932,28 February 2023,CUST932,Female,45,Beauty,4,25,100
933,03 February 2023,CUST933,Male,22,Beauty,1,30,30
934,25 July 2023,CUST934,Male,30,Beauty,1,500,500
935,09 September 2023,CUST935,Female,34,Beauty,1,50,50
936,07 February 2023,CUST936,Male,57,Beauty,4,50,200
937,23 October 2023,CUST937,Female,62,Beauty,1,500,500
938,19 November 2023,CUST938,Male,49,Clothing,4,50,200
939,18 December 2023,CUST939,Female,46,Electronics,1,300,300
940,28 January 2023,CUST940,Female,20,Electronics,1,30,30
941,19 March 2023,CUST941,Female,57,Clothing,2,25,50
942,18 March 2023,CUST942,Male,51,Clothing,3,500,1500
943,16 October 2023,CUST943,Female,57,Clothing,4,300,1200
944,05 June 2023,CUST944,Male,44,Clothing,2,25,50
945,13 February 2023,CUST945,Male,30,Beauty,1,25,25
946,08 May 2023,CUST946,Male,62,Electronics,4,500,2000
947,02 March 2023,CUST947,Male,50,Beauty,1,300,300
948,13 October 2023,CUST948,Female,23,Electronics,3,25,75
949,02 August 2023,CUST949,Female,41,Electronics,2,25,50
950,07 November 2023,CUST950,Male,36,Clothing,3,300,900
951,02 November 2023,CUST951,Male,33,Beauty,2,50,100
952,13 November 2023,CUST952,Female,57,Clothing,1,25,25
953,26 April 2023,CUST953,Male,45,Beauty,3,30,90
954,25 September 2023,CUST954,Female,50,Electronics,3,300,900
955,14 July 2023,CUST955,Male,58,Clothing,1,25,25
956,19 August 2023,CUST956,Male,30,Clothing,3,500,1500
957,15 August 2023,CUST957,Female,60,Electronics,4,30,120
958,02 June 2023,CUST958,Male,62,Electronics,2,25,50
959,29 October 2023,CUST959,Female,42,Electronics,2,30,60
960,08 August 2023,CUST960,Male,59,Clothing,2,30,60
961,06 June 2023,CUST961,Male,53,Beauty,4,50,200
962,19 October 2023,CUST962,Male,44,Clothing,2,30,60
963,14 November 2023,CUST963,Female,55,Beauty,1,50,50
964,31 January 2023,CUST964,Male,24,Clothing,3,300,900
965,09 November 2023,CUST965,Male,22,Clothing,4,50,200
966,20 February 2023,CUST966,Male,60,Electronics,2,500,1000
967,17 April 2023,CUST967,Male,62,Beauty,1,25,25
968,17 November 2023,CUST968,Female,48,Clothing,3,300,900
969,19 April 2023,CUST969,Female,40,Clothing,3,300,900
970,16 May 2023,CUST970,Male,59,Electronics,4,500,2000
971,05 December 2023,CUST971,Female,27,Electronics,4,50,200
972,11 February 2023,CUST972,Male,49,Beauty,4,25,100
973,22 March 2023,CUST973,Male,60,Clothing,1,50,50
974,03 May 2023,CUST974,Male,47,Beauty,1,30,30
975,30 March 2023,CUST975,Female,56,Clothing,4,50,200
976,10 October 2023,CUST976,Female,48,Beauty,2,300,600
977,08 February 2023,CUST977,Female,35,Electronics,3,25,75
978,22 March 2023,CUST978,Female,53,Clothing,3,50,150
979,02 January 2023,CUST979,Female,19,Beauty,1,25,25
980,29 July 2023,CUST980,Female,31,Electronics,3,25,75
981,19 August 2023,CUST981,Female,30,Electronics,2,30,60
982,19 December 2023,CUST982,Female,46,Beauty,3,30,90
983,01 November 2023,CUST983,Female,29,Clothing,1,300,300
984,29 August 2023,CUST984,Male,56,Clothing,1,500,500
985,30 May 2023,CUST985,Female,19,Electronics,2,25,50
986,17 January 2023,CUST986,Female,49,Clothing,2,500,1000
987,29 April 2023,CUST987,Female,30,Clothing,3,300,900
988,28 May 2023,CUST988,Female,63,Clothing,3,25,75
989,28 December 2023,CUST989,Female,44,Electronics,1,25,25
990,25 May 2023,CUST990,Female,58,Beauty,2,500,1000
991,26 December 2023,CUST991,Female,34,Clothing,2,50,100
992,21 August 2023,CUST992,Female,57,Electronics,2,30,60
993,06 February 2023,CUST993,Female,48,Electronics,3,50,150
994,18 December 2023,CUST994,Female,51,Beauty,2,500,1000
995,30 April 2023,CUST995,Female,41,Clothing,1,30,30
996,16 May 2023,CUST996,Male,62,Clothing,1,50,50
997,17 November 2023,CUST997,Male,52,Beauty,3,30,90
998,29 October 2023,CUST998,Female,23,Beauty,4,25,100
999,05 December 2023,CUST999,Female,36,Electronics,3,50,150
1000,12 April 2023,CUST1000,Male,47,Electronics,4,30,120
